tax_id	Org_name	GeneID	CurrentID	Status	Symbol	Aliases	description	other_designations	map_location	chromosome	genomic_nucleotide_accession.version	start_position_on_the_genomic_accession	end_position_on_the_genomic_accession	orientation	exon_count	OMIM	
651779	Capsala pricei	54597983	0	live	CYTB	HJE08_mgp08	cytochrome b	cytochrome b		MT	NC_047185.1	7240	8322	plus	0		
594077	Tephritis femoralis	54597940	0	live	CYTB	HJE15_mgp04	cytochrome b	cytochrome b		MT	NC_047184.1	9036	10172	plus	0		
1069390	Benthosema pterotum	54597268	0	live	CYTB	HJD83_mgp01	cytochrome b	cytochrome b		MT	NC_047480.1	14546	15692	plus	0		
217245	Aulacophora indica	54597224	0	live	CYTB	HJD32_mgp02	cytochrome b	cytochrome b		MT	NC_047467.1	10252	11391	plus	0		
2093356	Dahlica ochrostigma	54596897	0	live	CYTB	HJD34_mgp02	cytochrome b	cytochrome b		MT	NC_047459.1	10557	11705	plus	0		
1776112	Acrossocheilus longipinnis	54596882	0	live	CYTB	HJD53_mgp01	cytochrome b	cytochrome b		MT	NC_047455.1	14379	15519	plus	0		
1379410	Blaps rhynchoptera	54596544	0	live	CYTB	HJD58_mgp02	cytochrome b	cytochrome b		MT	NC_047449.1	10558	11694	plus	0		
1806715	Sarcophaga tuberosa	54595605	0	live	CYTB	HJD50_mgp02	cytochrome b	cytochrome b		MT	NC_047405.1	10584	11720	plus	0		
115648	Geopelia cuneata	54592417	0	live	CYTB	HJD73_mgp05	cytochrome b	cytochrome b		MT	NC_047279.1	8262	9404	plus	0		
1070983	Rhynchobatus laevis	54591619	0	live	CYTB	HJD82_mgp01	cytochrome b	cytochrome b		MT	NC_047241.1	14400	15542	plus	0		
702485	Eysarcoris guttigerus	54591256	0	live	CYTB	HJD27_mgp02	cytochrome b	cytochrome b		MT	NC_047222.1	10275	11411	plus	0		
175771	Heteractis crispa	54591237	0	live	CYTB	HJD55_mgp08	cytochrome b	cytochrome b		MT	NC_047220.1	9942	11090	plus	0		
132415	Haloclava producta	54591224	0	live	CYTB	HJD62_mgp08	cytochrome b	cytochrome b		MT	NC_047218.1	9215	10360	plus	0		
176013	Ara chloropterus	54591063	0	live	CYTB	HJD54_mgp02	cytochrome b	cytochrome b		MT	NC_047199.1	13636	14775	plus	0		
198806	Calidris pugnax	54124873	0	live	CYTB	HGE35_mgp02	cytochrome b	cytochrome b		MT	NC_046877.1	13664	14806	plus	0		
88015	Eurytemora affinis	54124850	0	live	CYTB	HGE02_mgp11	cytochrome b	cytochrome b		MT	NC_046694.1	7776	8909	plus	0		
37548	Cavia aperea	54115980	0	live	CYTB	HGF48_mgp01	cytochrome b	cytochrome b		MT	NC_046949.1	14164	15303	plus	0		
36279	Turdus cardis	54115918	0	live	CYTB	HGF50_mgp02	cytochrome b	cytochrome b		MT	NC_046948.1	13665	14807	plus	0		
586676	Aedes koreicus	54115737	0	live	CYTB	HGG13_mgp02	cytochrome b	cytochrome b		MT	NC_046946.1	10477	11613	plus	0		
484080	Paradoxornis heudei	54115701	0	live	CYTB	HGF72_mgp01	cytochrome b	cytochrome b		MT	NC_046943.1	13692	14834	plus	0		
55527	Lepidozona coreanica	54115009	0	live	CYTB	HGG19_mgp04	cytochrome b	cytochrome b		MT	NC_046935.1	10780	11913	minus	0		
705079	Rousettus obliviosus	54114834	0	live	CYTB	HGF95_mgp01	cytochrome b	cytochrome b		MT	NC_046929.1	14186	15325	plus	0		
77223	Rousettus madagascariensis	54114796	0	live	CYTB	HGG26_mgp01	cytochrome b	cytochrome b		MT	NC_046928.1	14188	15327	plus	0		
170227	Pteropus ornatus	54114758	0	live	CYTB	HGG47_mgp01	cytochrome b	cytochrome b		MT	NC_046926.1	14185	15324	plus	0		
170209	Nyctimene cephalotes	54114682	0	live	CYTB	HGG48_mgp01	cytochrome b	cytochrome b		MT	NC_046924.1	14181	15320	plus	0		
58067	Epomophorus wahlbergi	54114188	0	live	CYTB	HGG16_mgp01	cytochrome b	cytochrome b		MT	NC_046907.1	14183	15322	plus	0		
476920	Stichaeus nozawae	54111673	0	live	CYTB	HGF74_mgp01	cytochrome b	cytochrome b		MT	NC_046850.1	14386	15526	plus	0		
685768	Crocidura tanakae	54110799	0	live	CYTB	HGG00_mgp01	cytochrome b	cytochrome b		MT	NC_046831.1	14168	15307	plus	0		
763645	Opisthotropis latouchii	54110179	0	live	CYTB	HGG29_mgp01	cytochrome b	cytochrome b		MT	NC_046823.1	14835	15951	plus	0		
355685	Hydrophis curtus	54108953	0	live	CYTB	HGF52_mgp01	cytochrome b	cytochrome b		MT	NC_046794.1	15132	16248	plus	0		
1911418	Chrysaora pacifica	54108122	0	live	CYTB	HGG33_mgp01	cytochrome b	cytochrome b		MT	NC_046775.1	15368	16519	plus	0		
1884860	Trichosia lengersdorfi	54107561	0	live	CYTB	HGG35_mgp02	cytochrome b	cytochrome b		MT	NC_046769.1	10914	12053	plus	0		
161683	Limosa lapponica	54107372	0	live	CYTB	HGG50_mgp02	cytochrome b	cytochrome b		MT	NC_046765.1	13661	14803	plus	0		
1585500	Lepidotrigla hime	54107321	0	live	CYTB	HGG55_mgp01	cytochrome b	cytochrome b		MT	NC_046763.1	14390	15530	plus	0		
70442	Chionobathyscus dewitti	54107258	0	live	CYTB	HGF96_mgp02	cytochrome b	cytochrome b		MT	NC_046762.1	13913	15053	plus	0		
346097	Epophthalmia elegans	54107090	0	live	CYTB	HGF54_mgp02	cytochrome b	cytochrome b		MT	NC_046756.1	10382	11515	plus	0		
35657	Clarias macrocephalus	54106822	0	live	CYTB	HGF51_mgp01	cytochrome b	cytochrome b		MT	NC_046749.1	14363	15500	plus	0		
325913	Protambulyx strigilis	54106370	0	live	CYTB	HGF62_mgp02	cytochrome b	cytochrome b		MT	NC_046726.1	10465	11619	plus	0		
657994	Batocnema coquerelii	54106332	0	live	CYTB	HGG05_mgp02	cytochrome b	cytochrome b		MT	NC_046719.1	10488	11639	plus	0		
522787	Amplypterus panopus	54106294	0	live	CYTB	HGF64_mgp02	cytochrome b	cytochrome b		MT	NC_046717.1	10536	11687	plus	0		
522786	Amplypterus mansoni	54106256	0	live	CYTB	HGF65_mgp02	cytochrome b	cytochrome b		MT	NC_046716.1	10491	11642	plus	0		
152113	Salvelinus taranetzi	54106239	0	live	CYTB	HGG60_mgp01	cytochrome b	cytochrome b		MT	NC_046710.1	14379	15519	plus	0		
184213	Aurelia limbata	54105600	0	live	CYTB	HGG38_mgp13	cytochrome b	cytochrome b		MT	NC_046691.1	5448	6587	minus	0		
1869259	Dipsastraea favus	54105572	0	live	CYTB	HGG36_mgp11	cytochrome b	cytochrome b		MT	NC_046690.1	3822	4955	plus	0		
420460	Dipturus batis	54105528	0	live	CYTB	HGF87_mgp01	cytochrome b	cytochrome b		MT	NC_046684.1	14366	15508	plus	0		
1082394	Bactrocera ruiliensis	54105465	0	live	CYTB	HGE94_mgp02	cytochrome b	cytochrome b		MT	NC_046952.1	10543	11679	plus	0		
1001916	Sarcocheilichthys variegatus wakiyae	54105450	0	live	CYTB	HGE99_mgp01	cytochrome b	cytochrome b		MT	NC_046944.1	14388	15528	plus	0		
2719141	Hercostomus brevipilosus	54105408	0	live	CYTB	HGE45_mgp02	cytochrome b	cytochrome b		MT	NC_046942.1	10740	11876	plus	0		
2717128	Myrmus lateralis	54105107	0	live	CYTB	HGE46_mgp02	cytochrome b	cytochrome b		MT	NC_046898.1	10210	11346	plus	0		
1207173	Cheirotonus gestroi	54104915	0	live	CYTB	HGF25_mgp02	cytochrome b	cytochrome b		MT	NC_046890.1	10272	11414	plus	0		
1226732	Oeneis urda	54104877	0	live	CYTB	HGF23_mgp02	cytochrome b	cytochrome b		MT	NC_046889.1	10404	11555	plus	0		
1499079	Cyphoderus albinus	54104839	0	live	CYTB	HGF04_mgp02	cytochrome b	cytochrome b		MT	NC_046888.1	10274	11407	plus	0		
1302322	Dicranocentrus wangi	54104801	0	live	CYTB	HGF17_mgp02	cytochrome b	cytochrome b		MT	NC_046887.1	10478	11611	plus	0		
2717113	Annamanum lunulatum	54103414	0	live	CYTB	HGE47_mgp02	cytochrome b	cytochrome b		MT	NC_046851.1	10280	11419	plus	0		
2716933	Tanacetipathes thamnea	54103397	0	live	CYTB	HGE48_mgp02	cytochrome b	cytochrome b		MT	NC_046843.1	13222	14358	plus	0		
2716286	Eudarcia gwangneungensis	54103011	0	live	CYTB	HGE51_mgp02	cytochrome b	cytochrome b		MT	NC_046832.1	10497	11645	plus	0		
2715824	Sinolapotamon patellifer	54102841	0	live	CYTB	HGE53_mgp04	cytochrome b	cytochrome b		MT	NC_046825.1	8982	10116	plus	0		
2715517	Aphrodita australis	54101498	0	live	CYTB	HGE54_mgp10	cytochrome b	cytochrome b		MT	NC_046790.1	3907	5049	plus	0		
2715056	Dolichosciara megumiae	54101222	0	live	CYTB	HGE56_mgp02	cytochrome b	cytochrome b		MT	NC_046768.1	10999	12132	plus	0		
1260812	Sciara ruficauda	54101183	0	live	CYTB	HGF20_mgp02	cytochrome b	cytochrome b		MT	NC_046767.1	10465	11601	plus	0		
2683229	Callionymus olidus	54100763	0	live	CYTB	HGE69_mgp01	cytochrome b	cytochrome b		MT	NC_046750.1	14308	15448	plus	0		
2690417	Phyllodiaptomus tunguidus	54100445	0	live	CYTB	HGE67_mgp10	cytochrome b	cytochrome b		MT	NC_046743.1	3489	4622	minus	0		
2713554	Oxyopes hupingensis	54100153	0	live	CYTB	HGE64_mgp02	cytochrome b	cytochrome b		MT	NC_046736.1	9553	10681	plus	0		
1198326	Cynoglossus roulei	54100121	0	live	CYTB	HGF27_mgp01	cytochrome b	cytochrome b		MT	NC_046735.1	15294	16430	plus	0		
1086113	Adhemarius dariensis	54099656	0	live	CYTB	HGE93_mgp02	cytochrome b	cytochrome b		MT	NC_046728.1	10453	11604	plus	0		
1088318	Trogolegnum pseudambulyx	54099618	0	live	CYTB	HGE83_mgp02	cytochrome b	cytochrome b		MT	NC_046727.1	10479	11639	plus	0		
1088144	Protambulyx ockendeni	54099580	0	live	CYTB	HGE84_mgp02	cytochrome b	cytochrome b		MT	NC_046725.1	10461	11612	plus	0		
1088142	Protambulyx eurycles	54099542	0	live	CYTB	HGE85_mgp02	cytochrome b	cytochrome b		MT	NC_046724.1	10484	11635	plus	0		
1088141	Protambulyx astygonus	54099504	0	live	CYTB	HGE86_mgp02	cytochrome b	cytochrome b		MT	NC_046723.1	10454	11614	plus	0		
1087657	Orecta lycidas	54099465	0	live	CYTB	HGE87_mgp02	cytochrome b	cytochrome b		MT	NC_046722.1	10553	11707	plus	0		
1087496	Leucophlebia lineata	54099428	0	live	CYTB	HGE88_mgp02	cytochrome b	cytochrome b		MT	NC_046721.1	10583	11740	plus	0		
1086193	Barbourion lemaii	54099389	0	live	CYTB	HGE89_mgp02	cytochrome b	cytochrome b		MT	NC_046718.1	10521	11675	plus	0		
1086167	Ambulyx substrigilis	54099352	0	live	CYTB	HGE90_mgp02	cytochrome b	cytochrome b		MT	NC_046715.1	10504	11658	plus	0		
1086141	Ambulyx dohertyi	54099313	0	live	CYTB	HGE91_mgp02	cytochrome b	cytochrome b		MT	NC_046714.1	10473	11627	plus	0		
1086114	Adhemarius dentoni	54099276	0	live	CYTB	HGE92_mgp02	cytochrome b	cytochrome b		MT	NC_046713.1	10574	11722	plus	0		
2713498	Parallelia stuposa	54099238	0	live	CYTB	HGE65_mgp02	cytochrome b	cytochrome b		MT	NC_046712.1	10799	11959	plus	0		
2713580	Cryptonatica janthostoma	54099158	0	live	CYTB	HGE62_mgp09	cytochrome b	cytochrome b		MT	NC_046704.1	7737	8876	plus	0		
2713581	Euspira pila	54099120	0	live	CYTB	HGE61_mgp09	cytochrome b	cytochrome b		MT	NC_046703.1	7751	8890	plus	0		
2713555	Tituria pyramidata	54099086	0	live	CYTB	HGE63_mgp02	cytochrome b	cytochrome b		MT	NC_046701.1	10055	11191	plus	0		
270797	Streptocephalus cafer	54098652	0	live	CYTB	HGE66_mgp02	cytochrome b	cytochrome b		MT	NC_046688.1	9905	11038	plus	0		
302407	Epomophorus minor	54098238	0	live	CYTB	HGE40_mgp01	cytochrome b	cytochrome b		MT	NC_046909.1	14175	15314	plus	0		
2581075	Oncopodura yosiiana	54097777	0	live	CYTB	HGE12_mgp02	cytochrome b	cytochrome b		MT	NC_046886.1	11561	12697	plus	0		
206669	Holothuria leucospilota	54097083	0	live	CYTB	HGE31_mgp04	cytochrome b	cytochrome b		MT	NC_046849.1	8588	9730	plus	0		
1962980	Aurelia coerulea	54096555	0	live	CYTB	HGE38_mgp01	cytochrome b	cytochrome b		MT	NC_046792.1	15377	16516	plus	0		
198446	Tetraonchus monenteron	54095729	0	live	CYTB	HGE36_mgp12	cytochrome b	cytochrome b		MT	NC_046757.1	798	1874	plus	0		
2048576	Homatula laxiclathra	54095713	0	live	CYTB	HGE33_mgp01	cytochrome b	cytochrome b		MT	NC_046753.1	14367	15507	plus	0		
253253	Rhopalosiphum nymphaeae	54095383	0	live	CYTB	HGE17_mgp04	cytochrome b	cytochrome b		MT	NC_046740.1	9099	10214	plus	0		
27389	Aporrectodea rosea	54095340	0	live	CYTB	HGE44_mgp09	cytochrome b	cytochrome b		MT	NC_046733.1	3955	5092	plus	0		
215161	Clanis bilineata	54095307	0	live	CYTB	HGE25_mgp02	cytochrome b	cytochrome b		MT	NC_046720.1	10581	11741	plus	0		
230553	Salvelinus levanidovi	54095291	0	live	CYTB	HGE21_mgp01	cytochrome b	cytochrome b		MT	NC_046708.1	14377	15517	plus	0		
2671062	Notocochlis gualtieriana	54095228	0	live	CYTB	HGE09_mgp09	cytochrome b	cytochrome b		MT	NC_046705.1	7706	8845	plus	0		
2250432	Cryptalaus yamato	54095061	0	live	CYTB	HGE24_mgp02	cytochrome b	cytochrome b		MT	NC_046689.1	10275	11408	plus	0		
881966	Girella melanichthys	54095048	0	live	CYTB	HGE01_mgp01	cytochrome b	cytochrome b		MT	NC_046940.1	14396	15536	plus	0		
9408	Rousettus leschenaultii	54095010	0	live	CYTB	HGD96_mgp01	cytochrome b	cytochrome b		MT	NC_046927.1	14186	15325	plus	0		
78089	Ocypode stimpsoni	54094352	0	live	CYTB	HGE08_mgp04	cytochrome b	cytochrome b		MT	NC_046797.1	8988	10122	plus	0		
8686	Hydrophis cyanocinctus	54094339	0	live	CYTB	HGE04_mgp01	cytochrome b	cytochrome b		MT	NC_046795.1	15191	16307	plus	0		
53996	Cylicocyclus ashworthi	54094034	0	live	CYTB	HGD92_mgp04	cytochrome b	cytochrome b		MT	NC_046711.1	10559	11671	plus	0		
2713604	Mammilla kurodai	44804858	0	live	CYTB	HCT05_mgp09	cytochrome b	cytochrome b		MT	NC_046596.1	7751	8890	plus	0		
1027436	Polinices sagamiensis	44804820	0	live	CYTB	HCT42_mgp09	cytochrome b	cytochrome b		MT	NC_046595.1	7757	8896	plus	0		
1027435	Neverita didyma	44804782	0	live	CYTB	HCT44_mgp09	cytochrome b	cytochrome b		MT	NC_046594.1	7707	8846	plus	0		
378410	Zemeros flegyas	44804745	0	live	CYTB	HCS83_mgp02	cytochrome b	cytochrome b		MT	NC_046592.1	10442	11587	plus	0		
270472	Minois dryas	44804708	0	live	CYTB	HCS73_mgp02	cytochrome b	cytochrome b		MT	NC_046591.1	10390	11538	plus	0		
365578	Pangasius bocourti	44804680	0	live	CYTB	HCS92_mgp04	cytochrome b	cytochrome b		MT	NC_046590.1	8893	10030	plus	0		
1133970	Opisina arenosella	44804463	0	live	CYTB	HCT33_mgp02	cytochrome b	cytochrome b		MT	NC_046584.1	10593	11741	plus	0		
294351	Omocestus viridulus	44803736	0	live	CYTB	HCT00_mgp02	cytochrome b	cytochrome b		MT	NC_046560.1	10419	11558	plus	0		
2708003	Euthystira luteifemora	44803698	0	live	CYTB	HCS67_mgp02	cytochrome b	cytochrome b		MT	NC_046557.1	10406	11545	plus	0		
2708002	Dericorys annulata	44803660	0	live	CYTB	HCS68_mgp02	cytochrome b	cytochrome b		MT	NC_046555.1	10394	11530	plus	0		
334759	Fruhstorferiola omei	44803622	0	live	CYTB	HCS95_mgp02	cytochrome b	cytochrome b		MT	NC_046545.1	10406	11542	plus	0		
370330	Calliptamus barbarus	44803584	0	live	CYTB	HCS90_mgp02	cytochrome b	cytochrome b		MT	NC_046544.1	10450	11589	plus	0		
2708001	Bryodema dolichoptera	44803546	0	live	CYTB	HCS69_mgp02	cytochrome b	cytochrome b		MT	NC_046543.1	10396	11535	plus	0		
288131	Euparatettix variabilis	44803508	0	live	CYTB	HCT02_mgp02	cytochrome b	cytochrome b		MT	NC_046542.1	10226	11362	plus	0		
288130	Euparatettix bimaculatus	44803470	0	live	CYTB	HCT03_mgp02	cytochrome b	cytochrome b		MT	NC_046541.1	10218	11354	plus	0		
290721	Heteropternis respondens	44803432	0	live	CYTB	HCT01_mgp02	cytochrome b	cytochrome b		MT	NC_046537.1	10398	11537	plus	0		
334751	Shirakiacris yunkweiensis	44803394	0	live	CYTB	HCS96_mgp02	cytochrome b	cytochrome b		MT	NC_046531.1	10425	11564	plus	0		
335052	Apalacris nigrogeniculata	44803356	0	live	CYTB	HCS94_mgp02	cytochrome b	cytochrome b		MT	NC_046527.1	10388	11524	plus	0		
1082393	Bactrocera rubigina	44803261	0	live	CYTB	HCT37_mgp02	cytochrome b	cytochrome b		MT	NC_046521.1	10632	11768	plus	0		
111554	Bactrurus brachycaudus	44802965	0	live	CYTB	HCT35_mgp04	cytochrome b	cytochrome b		MT	NC_046509.1	8697	9794	plus	0		
2699547	Orthaga olivacea	44802916	0	live	CYTB	HCS74_mgp02	cytochrome b	cytochrome b		MT	NC_046504.1	10413	11561	plus	0		
390394	Ailia coila	44802753	0	live	CYTB	HCS80_mgp01	cytochrome b	cytochrome b		MT	NC_046497.1	14337	15474	plus	0		
554477	Coenonympha amaryllis	44802690	0	live	CYTB	HCT15_mgp02	cytochrome b	cytochrome b		MT	NC_046491.1	10406	11560	plus	0		
328570	Parazoanthus swiftii	44802092	0	live	CYTB	HCS97_mgp06	cytochrome b	cytochrome b		MT	NC_046475.1	18929	20122	plus	0		
328561	Epizoanthus illoricatus	44802075	0	live	CYTB	HCS98_mgp06	cytochrome b	cytochrome b		MT	NC_046474.1	18260	19420	plus	0		
2706872	Carabus changeonleei	44802039	0	live	CYTB	HCS71_mgp02	cytochrome b	cytochrome b		MT	NC_046469.1	10686	11822	plus	0		
552944	Dacus bivittatus	44802001	0	live	CYTB	HCT16_mgp02	cytochrome b	cytochrome b		MT	NC_046468.1	10456	11592	plus	0		
2706846	Plumarella spinosa	44801974	0	live	CYTB	HCS72_mgp13	cytochrome b	cytochrome b		MT	NC_046465.1	3815	4975	plus	0		
327695	Schizothorax griseus	44801966	0	live	CYTB	HCS99_mgp01	cytochrome b	cytochrome b		MT	NC_046462.1	14368	15508	plus	0		
369687	Pseudogastromyzon fangi	44800631	0	live	CYTB	HCS91_mgp01	cytochrome b	cytochrome b		MT	NC_046440.1	14389	15529	plus	0		
1173611	Pseudogastromyzon changtingensis tungpeiensis	44800593	0	live	CYTB	HCT30_mgp01	cytochrome b	cytochrome b		MT	NC_046438.1	14391	15531	plus	0		
602221	Acropyga pallida	44800531	0	live	cytb	HCT06_mgp04	cytochrome b	cytochrome b		MT	NC_046425.1	9741	10856	plus	0		
602216	Acropyga myops	44800493	0	live	cytb	HCT07_mgp04	cytochrome b	cytochrome b		MT	NC_046424.1	9519	10643	plus	0		
602213	Acropyga kinomurai	44800455	0	live	cytb	HCT08_mgp02	cytochrome b	cytochrome b		MT	NC_046423.1	13369	14502	plus	0		
602208	Acropyga guianensis	44800417	0	live	cytb	HCT09_mgp04	cytochrome b	cytochrome b		MT	NC_046422.1	9204	10319	plus	0		
602205	Acropyga fuhrmanni	44800379	0	live	cytb	HCT11_mgp04	cytochrome b	cytochrome b		MT	NC_046421.1	9061	10179	plus	0		
602207	Acropyga goeldii	44800341	0	live	cytb	HCT10_mgp04	cytochrome b	cytochrome b		MT	NC_046420.1	9116	10234	plus	0		
56430	Phylloscopus fuscatus	44800305	0	live	CYTB	HCT13_mgp02	cytochrome b	cytochrome b		MT	NC_046416.1	13682	14824	plus	0		
541214	Sphenopus marsupialis	44800041	0	live	CYTB	HCT17_mgp06	cytochrome b	cytochrome b		MT	NC_046406.1	18857	20044	plus	0		
470411	Parazoanthus elongatus	44800024	0	live	CYTB	HCT28_mgp06	cytochrome b	cytochrome b		MT	NC_046405.1	18604	19797	plus	0		
417481	Palythoa mutuki	44800007	0	live	CYTB	HCS76_mgp06	cytochrome b	cytochrome b		MT	NC_046404.1	18922	20109	plus	0		
1130792	Microzoanthus occultus	44799990	0	live	CYTB	HCT34_mgp06	cytochrome b	cytochrome b		MT	NC_046401.1	18791	19936	plus	0		
48217	Echinostoma revolutum	44799829	0	live	cytb	HCT25_mgp12	cytochrome b	cytochrome b		MT	NC_046395.1	718	1833	plus	0		
914280	Caloptilia theivora	44799254	0	live	CYTB	HCR64_mgp04	cytochrome b	cytochrome b		MT	NC_046600.1	9158	10312	plus	0		
2713332	Cryptonatica andoi	44799213	0	live	CYTB	HCS45_mgp09	cytochrome b	cytochrome b		MT	NC_046598.1	7737	8876	plus	0		
2713331	Mammilla mammata	44799175	0	live	CYTB	HCS46_mgp09	cytochrome b	cytochrome b		MT	NC_046597.1	7756	8895	plus	0		
2713330	Euspira gilva	44799137	0	live	CYTB	HCS47_mgp09	cytochrome b	cytochrome b		MT	NC_046593.1	7739	8878	plus	0		
626227	Minous monodactylus	44798788	0	live	CYTB	HCR57_mgp01	cytochrome b	cytochrome b		MT	NC_046581.1	14352	15492	plus	0		
197179	Cylas formicarius	44798725	0	live	CYTB	HCR89_mgp02	cytochrome b	cytochrome b		MT	NC_046580.1	11287	12426	plus	0		
2713041	Thaumatosmylus hainanus	44798568	0	live	CYTB	HCS48_mgp02	cytochrome b	cytochrome b		MT	NC_046578.1	10497	11628	plus	0		
213425	Ocinebrellus inornatus	44798525	0	live	CYTB	HCS44_mgp09	cytochrome b	cytochrome b		MT	NC_046577.1	7761	8900	plus	0		
2708015	Oxytauchira brachyptera	44798203	0	live	CYTB	HCS57_mgp02	cytochrome b	cytochrome b		MT	NC_046570.1	10391	11533	plus	0		
2712849	Ceratostoma burnetti	44798142	0	live	CYTB	HCS50_mgp09	cytochrome b	cytochrome b		MT	NC_046569.1	7758	8897	plus	0		
2708010	Traulia orchotibialis	44797986	0	live	CYTB	HCS59_mgp02	cytochrome b	cytochrome b		MT	NC_046565.1	10424	11563	plus	0		
267455	Sphingonotus yenchihensis	44797948	0	live	CYTB	HCS18_mgp02	cytochrome b	cytochrome b		MT	NC_046564.1	10404	11543	plus	0		
267456	Sphingonotus ningsianus	44797910	0	live	CYTB	HCS17_mgp02	cytochrome b	cytochrome b		MT	NC_046563.1	10400	11539	plus	0		
267688	Sinopodisma lofaoshana	44797872	0	live	CYTB	HCS15_mgp02	cytochrome b	cytochrome b		MT	NC_046562.1	10407	11543	plus	0		
2708006	Pedopodisma emeiensis	44797834	0	live	CYTB	HCS63_mgp02	cytochrome b	cytochrome b		MT	NC_046561.1	10405	11541	plus	0		
2708005	Filchnerella tenggerensis	44797796	0	live	CYTB	HCS64_mgp02	cytochrome b	cytochrome b		MT	NC_046559.1	10419	11561	plus	0		
2708004	Filchnerella qilianshanensis	44797758	0	live	CYTB	HCS65_mgp02	cytochrome b	cytochrome b		MT	NC_046558.1	10422	11561	plus	0		
1257160	Emeiacris maculata	44797720	0	live	CYTB	HCR79_mgp02	cytochrome b	cytochrome b		MT	NC_046556.1	10414	11550	plus	0		
267462	Bryodemella tuberculata diluta	44797682	0	live	CYTB	HCS16_mgp02	cytochrome b	cytochrome b		MT	NC_046554.1	10404	11543	plus	0		
1964325	Bryodemacris uvarovi	44797644	0	live	CYTB	HCR90_mgp02	cytochrome b	cytochrome b		MT	NC_046553.1	10405	11544	plus	0		
1920482	Atractomorpha psittacina	44797606	0	live	CYTB	HCR91_mgp02	cytochrome b	cytochrome b		MT	NC_046552.1	10364	11503	plus	0		
2708009	Sphingonotus menglaensis	44797530	0	live	CYTB	HCS60_mgp02	cytochrome b	cytochrome b		MT	NC_046550.1	10406	11545	plus	0		
1257437	Sinopodisma lushiensis	44797492	0	live	CYTB	HCR74_mgp02	cytochrome b	cytochrome b		MT	NC_046549.1	10403	11539	plus	0		
2708008	Ruidocollaris convexipennis	44797454	0	live	CYTB	HCS61_mgp02	cytochrome b	cytochrome b		MT	NC_046548.1	11030	12166	plus	0		
1257436	Sinopodisma wudangshanensis	44797416	0	live	CYTB	HCR75_mgp02	cytochrome b	cytochrome b		MT	NC_046547.1	10411	11547	plus	0		
614653	Sinopodisma funiushana	44797378	0	live	CYTB	HCR58_mgp02	cytochrome b	cytochrome b		MT	NC_046546.1	10408	11544	plus	0		
2571036	Ergatettix dorsifera	44797340	0	live	CYTB	HCS24_mgp02	cytochrome b	cytochrome b		MT	NC_046540.1	10230	11366	plus	0		
62745	Parapleurus alliaceus	44797302	0	live	CYTB	HCR56_mgp02	cytochrome b	cytochrome b		MT	NC_046539.1	10391	11530	plus	0		
701474	Oedaleus abruptus	44797264	0	live	CYTB	HCR50_mgp02	cytochrome b	cytochrome b		MT	NC_046538.1	10391	11530	plus	0		
445143	Bryodemella holdereri holdereri	44797226	0	live	CYTB	HCR27_mgp02	cytochrome b	cytochrome b		MT	NC_046536.1	10398	11537	plus	0		
445144	Bryodema nigroptera	44797188	0	live	CYTB	HCR26_mgp02	cytochrome b	cytochrome b		MT	NC_046535.1	10405	11544	plus	0		
2708007	Pseudoeoscyllina brevipennisoides	44797150	0	live	CYTB	HCS62_mgp02	cytochrome b	cytochrome b		MT	NC_046534.1	10419	11558	plus	0		
2708017	Xiangelilacris zhongdianensis	44797112	0	live	CYTB	HCS56_mgp02	cytochrome b	cytochrome b		MT	NC_046533.1	10433	11569	plus	0		
227610	Spathosternum prasiniferum prasiniferum	44797074	0	live	CYTB	HCS36_mgp02	cytochrome b	cytochrome b		MT	NC_046532.1	10453	11592	plus	0		
1257164	Paratonkinacris vittifemoralis	44797036	0	live	CYTB	HCR77_mgp02	cytochrome b	cytochrome b		MT	NC_046530.1	10407	11543	plus	0		
1257162	Indopodisma kingdoni	44796998	0	live	CYTB	HCR78_mgp02	cytochrome b	cytochrome b		MT	NC_046529.1	10403	11539	plus	0		
2708013	Conophymacris viridis	44796960	0	live	CYTB	HCS58_mgp02	cytochrome b	cytochrome b		MT	NC_046528.1	10435	11571	plus	0		
693206	Ceratostoma rorifluum	44796898	0	live	CYTB	HCR51_mgp09	cytochrome b	cytochrome b		MT	NC_046526.1	7762	8901	plus	0		
1519100	Ceratophysella communis	44796826	0	live	CYTB	HCS09_mgp02	cytochrome b	cytochrome b		MT	NC_046523.1	10411	11550	plus	0		
1588069	Salina celebensis	44796788	0	live	CYTB	HCS03_mgp02	cytochrome b	cytochrome b		MT	NC_046522.1	10262	11395	plus	0		
1903275	Limecola balthica	44796759	0	live	CYTB	HCR92_mgp09	cytochrome b	cytochrome b		MT	NC_046519.1	7058	8197	plus	0		
665965	Scrobicularia plana	44796720	0	live	CYTB	HCR54_mgp09	cytochrome b	cytochrome b		MT	NC_046518.1	6865	8100	plus	0		
1677011	Stygobromus allegheniensis	44796015	0	live	CYTB	HCR97_mgp04	cytochrome b	cytochrome b		MT	NC_046511.1	8735	9874	plus	0		
2027546	Stygobromus pizzinii	44795977	0	live	CYTB	HCR87_mgp04	cytochrome b	cytochrome b		MT	NC_046510.1	8726	9865	plus	0		
864314	Holothuria spinifera	44795932	0	live	CYTB	HCR34_mgp04, HsS4_0010	cytochrome b	cytochrome b		MT	NC_046508.1	8587	9729	plus	0		
